timestamp,test-class,test-method,time,description,result
"2022-05-21 17:54:18.576","acme.testing.inventor.artefact.InventorArtefactCreateTest","negativeTest",11195,""[2] recordIndex=2, type=TOOL, name=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa…, code=WFP-050-F, technology=tecnologia1, description=descripcion1, retailPrice=EUR 120.00, moreInfo=null"","OK"
"2022-05-21 17:54:29.901","acme.testing.inventor.artefact.InventorArtefactCreateTest","negativeTest",10740,""[3] recordIndex=3, type=TOOL, name=test0, code=WFP-050-F, technology=tecnologia1, description=descripcion1, retailPrice=EUR 120.00, moreInfo=null"","OK"
"2022-05-21 17:54:40.802","acme.testing.inventor.artefact.InventorArtefactCreateTest","negativeTest",10564,""[4] recordIndex=4, type=TOOL, name=test0, code=null, technology=tecnologia1, description=descripcion1, retailPrice=EUR 120.00, moreInfo=null"","OK"
"2022-05-21 17:54:50.387","acme.testing.inventor.artefact.InventorArtefactCreateTest","negativeTest",9191,""[5] recordIndex=5, type=TOOL, name=test0, code=WFP-051-F, technology=null, description=descripcion1, retailPrice=EUR 120.00, moreInfo=null"","OK"
"2022-05-21 17:55:02.233","acme.testing.inventor.artefact.InventorArtefactCreateTest","negativeTest",11238,""[6] recordIndex=6, type=TOOL, name=test0, code=WFP-052-F, technology=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, description=descripcion1, retailPrice=EUR 120.00, moreInfo=null"","OK"
"2022-05-21 17:55:13.431","acme.testing.inventor.artefact.InventorArtefactCreateTest","negativeTest",10565,""[7] recordIndex=7, type=TOOL, name=test0, code=WFP-053-F, technology=tecnologia0, description=null, retailPrice=EUR 120.00, moreInfo=null"","OK"
"2022-05-21 17:55:23.454","acme.testing.inventor.artefact.InventorArtefactCreateTest","negativeTest",9658,""[8] recordIndex=8, type=TOOL, name=test0, code=WFP-054-F, technology=tecnologia0, description=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa…, retailPrice=EUR 120.00, moreInfo=null"","OK"
"2022-05-21 17:55:34.874","acme.testing.inventor.artefact.InventorArtefactCreateTest","negativeTest",10807,""[9] recordIndex=9, type=TOOL, name=test0, code=WFP-055-F, technology=tecnologia0, description=descripcion0, retailPrice=null, moreInfo=null"","OK"
"2022-05-21 17:55:45.694","acme.testing.inventor.artefact.InventorArtefactCreateTest","negativeTest",10442,""[10] recordIndex=10, type=TOOL, name=test0, code=WFP-056-F, technology=tecnologia0, description=descripcion0, retailPrice=12, moreInfo=null"","OK"
"2022-05-21 17:55:56.45","acme.testing.inventor.artefact.InventorArtefactCreateTest","negativeTest",10347,""[11] recordIndex=11, type=TOOL, name=test0, code=WFP-056-F, technology=tecnologia0, description=descripcion0, retailPrice=ARD 12, moreInfo=null"","OK"
"2022-05-21 17:56:07.771","acme.testing.inventor.artefact.InventorArtefactCreateTest","negativeTest",10936,""[12] recordIndex=12, type=TOOL, name=test0, code=WFP-057-F, technology=tecnologia0, description=descripcion0, retailPrice=12, moreInfo=prueba"","OK"
"2022-05-21 17:56:18.745","acme.testing.inventor.artefact.InventorArtefactCreateTest","negativeTest2",10378,""[1] recordIndex=0, type=COMPONENT, name=test0, code=ZFP-050-F, technology=tecnologia0, description=descripcion0, retailPrice=EUR 120.00, moreInfo=http://www.test0.com"","OK"
"2022-05-21 17:56:29.976","acme.testing.inventor.artefact.InventorArtefactCreateTest","negativeTest2",10661,""[2] recordIndex=1, type=TOOL, name=test1, code=WFP-050-F, technology=tecnologia1, description=descripcion1, retailPrice=EUR 120.00, moreInfo=null"","OK"
"2022-05-21 17:56:47.117","acme.testing.inventor.artefact.InventorArtefactCreateTest","hackingTest",16785,""hackingTest()"","OK"
"2022-05-21 17:56:57.723","acme.testing.inventor.artefact.InventorArtefactListOwnTest","negativeArtefactInventorTest",8955,""[1] recordIndex=0, type=TOOL, name=name01, code=ABC-012-A, techonology=technology01, description=description01, retailPrice=EUR 50.00, moreInfo=https://www.google.es/"","OK"
"2022-05-21 17:57:07.424","acme.testing.inventor.artefact.InventorArtefactListOwnTest","negativeArtefactInventorTest",9095,""[2] recordIndex=1, type=TOOL, name=name04, code=ABC-012-D, techonology=technology04, description=description04, retailPrice=EUR 10.00, moreInfo=null"","OK"
"2022-05-21 17:57:16.857","acme.testing.inventor.artefact.InventorArtefactListOwnTest","negativeArtefactInventorTest",8801,""[3] recordIndex=2, type=COMPONENT, name=name05, code=ABC-012-E, techonology=technology05, description=description05, retailPrice=EUR 40.00, moreInfo=https://www.google.es/"","OK"
"2022-05-21 17:57:22.556","acme.testing.inventor.artefact.InventorArtefactListOwnTest","positiveArtefactInventorTest",5295,""[1] recordIndex=0, type=TOOL, name=name01, code=ABC-012-A, techonology=technology01, description=description01, retailPrice=EUR 50.00, moreInfo=https://www.google.es/"","Expected value 'description01' in attribute 4 of record 0, but found 'EUR 50.00'"
"2022-05-21 17:57:28.25","acme.testing.inventor.artefact.InventorArtefactListOwnTest","positiveArtefactInventorTest",5341,""[2] recordIndex=1, type=TOOL, name=name04, code=ABC-012-D, techonology=technology04, description=description04, retailPrice=EUR 10.00, moreInfo=null"","Expected value 'description04' in attribute 4 of record 1, but found 'EUR 10.00'"
"2022-05-21 17:57:33.61","acme.testing.inventor.artefact.InventorArtefactListOwnTest","positiveArtefactInventorTest",4999,""[3] recordIndex=2, type=COMPONENT, name=name05, code=ABC-012-E, techonology=technology05, description=description05, retailPrice=EUR 40.00, moreInfo=https://www.google.es/"","Expected value 'description05' in attribute 4 of record 2, but found 'EUR 40.00'"
"2022-05-21 17:57:34.603","acme.testing.inventor.artefact.InventorArtefactListOwnTest","NegativeAnonymousListOwnArtefactsTest",389,""[1] recordIndex=0, status=TOOL, code=name01, legalStuff=ABC-012-A, budget=technology01, initPeriod=description01, finalPeriod=EUR 50.00, link=https://www.google.es/, username=inventor-01, company=true"","OK"
"2022-05-21 17:57:35.557","acme.testing.inventor.artefact.InventorArtefactListOwnTest","NegativeAnonymousListOwnArtefactsTest",589,""[2] recordIndex=1, status=TOOL, code=name04, legalStuff=ABC-012-D, budget=technology04, initPeriod=description04, finalPeriod=EUR 10.00, link=null, username=inventor-01, company=true"","OK"
"2022-05-21 17:57:36.532","acme.testing.inventor.artefact.InventorArtefactListOwnTest","NegativeAnonymousListOwnArtefactsTest",395,""[3] recordIndex=2, status=COMPONENT, code=name05, legalStuff=ABC-012-E, budget=technology05, initPeriod=description05, finalPeriod=EUR 40.00, link=https://www.google.es/, username=inventor-01, company=false"","OK"
"2022-05-21 17:57:40.767","acme.testing.inventor.artefact.InventorArtefactListOwnTest","NegativeAdministratorListOwnArtefactsTest",3683,""[1] recordIndex=0, status=TOOL, code=name01, legalStuff=ABC-012-A, budget=technology01, initPeriod=description01, finalPeriod=EUR 50.00, link=https://www.google.es/, username=inventor-01, company=true"","OK"
"2022-05-21 17:57:44.973","acme.testing.inventor.artefact.InventorArtefactListOwnTest","NegativeAdministratorListOwnArtefactsTest",3638,""[2] recordIndex=1, status=TOOL, code=name04, legalStuff=ABC-012-D, budget=technology04, initPeriod=description04, finalPeriod=EUR 10.00, link=null, username=inventor-01, company=true"","OK"
"2022-05-21 17:57:48.848","acme.testing.inventor.artefact.InventorArtefactListOwnTest","NegativeAdministratorListOwnArtefactsTest",3483,""[3] recordIndex=2, status=COMPONENT, code=name05, legalStuff=ABC-012-E, budget=technology05, initPeriod=description05, finalPeriod=EUR 40.00, link=https://www.google.es/, username=inventor-01, company=false"","OK"
"2022-05-21 17:57:52.892","acme.testing.inventor.artefact.InventorArtefactListOwnTest","NegativePatronListOwnArtefactsTest",3407,""[1] recordIndex=0, status=TOOL, code=name01, legalStuff=ABC-012-A, budget=technology01, initPeriod=description01, finalPeriod=EUR 50.00, link=https://www.google.es/, username=inventor-01, company=true"","OK"
"2022-05-21 17:57:56.935","acme.testing.inventor.artefact.InventorArtefactListOwnTest","NegativePatronListOwnArtefactsTest",3449,""[2] recordIndex=1, status=TOOL, code=name04, legalStuff=ABC-012-D, budget=technology04, initPeriod=description04, finalPeriod=EUR 10.00, link=null, username=inventor-01, company=true"","OK"
"2022-05-21 17:58:00.937","acme.testing.inventor.artefact.InventorArtefactListOwnTest","NegativePatronListOwnArtefactsTest",3404,""[3] recordIndex=2, status=COMPONENT, code=name05, legalStuff=ABC-012-E, budget=technology05, initPeriod=description05, finalPeriod=EUR 40.00, link=https://www.google.es/, username=inventor-01, company=false"","OK"
"2022-05-21 17:58:13.932","acme.testing.inventor.artefact.InventorArtefactDeleteTest","positiveTest",11361,""positiveTest()"","OK"
"2022-05-21 17:58:14.509","acme.testing.inventor.artefact.InventorArtefactDeleteTest","hackingTest",0,""hackingTest()"","OK"
"2022-05-21 17:58:28.41","acme.testing.inventor.artefact.InventorArtefactPublishTest","positiveTest",12198,""positiveTest()"","OK"
"2022-05-21 17:58:28.995","acme.testing.inventor.artefact.InventorArtefactPublishTest","hackingTest",0,""hackingTest()"","OK"
